"","MODEL","CALCERR","LIBVER","FULLID","CALCVAL","INST","CODE"
"56",NA,8e-05,"ENDFB-VII.1","HEU-MET-FAST-007-035",1.00229,"LANL","MCNP6.1.1beta"
"57",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-008-001",0.99585,"LANL","MCNP6.1.1beta"
"58",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-009-001",0.99754,"LANL","MCNP6.1.1beta"
"59",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-009-002",0.99667,"LANL","MCNP6.1.1beta"
"60",NA,7e-05,"ENDFB-VII.1","HEU-MET-FAST-010-001",0.99849,"LANL","MCNP6.1.1beta"
"61",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-010-002",0.99781,"LANL","MCNP6.1.1beta"
"62",NA,7e-05,"ENDFB-VII.1","HEU-MET-FAST-011-001",0.99891,"LANL","MCNP6.1.1beta"
"63",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-012-001",0.9982,"LANL","MCNP6.1.1beta"
"64",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-013-001",0.99734,"LANL","MCNP6.1.1beta"
"65",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-014-001",0.99761,"LANL","MCNP6.1.1beta"
"66",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-015-001",0.99451,"LANL","MCNP6.1.1beta"
"67",NA,7e-05,"ENDFB-VII.1","HEU-MET-FAST-016-001",1.00163,"LANL","MCNP6.1.1beta"
"68",NA,7e-05,"ENDFB-VII.1","HEU-MET-FAST-016-002",1.00246,"LANL","MCNP6.1.1beta"
"69",NA,7e-05,"ENDFB-VII.1","HEU-MET-FAST-017-001",1.00061,"LANL","MCNP6.1.1beta"
"70","Detailed Model",6e-05,"ENDFB-VII.1","HEU-MET-FAST-018-001",1.00003,"LANL","MCNP6.1.1beta"
"71","Detailed Model",6e-05,"ENDFB-VII.1","HEU-MET-FAST-019-001",1.00698,"LANL","MCNP6.1.1beta"
"72","Detailed Model",7e-05,"ENDFB-VII.1","HEU-MET-FAST-020-001",1.00084,"LANL","MCNP6.1.1beta"
"73","Detailed Model",6e-05,"ENDFB-VII.1","HEU-MET-FAST-021-001",0.9973,"LANL","MCNP6.1.1beta"
"74","Detailed Model",6e-05,"ENDFB-VII.1","HEU-MET-FAST-022-001",0.99759,"LANL","MCNP6.1.1beta"
"75",NA,7e-05,"ENDFB-VII.1","HEU-MET-FAST-024-001",0.99839,"LANL","MCNP6.1.1beta"
"76",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-025-001",0.9989,"LANL","MCNP6.1.1beta"
"77",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-025-002",1.00115,"LANL","MCNP6.1.1beta"
"78",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-025-003",1.00385,"LANL","MCNP6.1.1beta"
"79",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-025-004",1.00535,"LANL","MCNP6.1.1beta"
"80",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-025-005",1.0054,"LANL","MCNP6.1.1beta"
"81",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-027-001",1.00087,"LANL","MCNP6.1.1beta"
"82",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-028-001",1.0027,"LANL","MCNP6.1.1beta"
"83",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-029-001",1.00574,"LANL","MCNP6.1.1beta"
"84",NA,7e-05,"ENDFB-VII.1","HEU-MET-FAST-030-001",1.00208,"LANL","MCNP6.1.1beta"
"85",NA,8e-05,"ENDFB-VII.1","HEU-MET-FAST-031-001",1.00479,"LANL","MCNP6.1.1beta"
"86",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-032-001",1.00422,"LANL","MCNP6.1.1beta"
"87",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-032-002",1.00462,"LANL","MCNP6.1.1beta"
"88",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-032-003",1.00011,"LANL","MCNP6.1.1beta"
"89",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-032-004",1.00083,"LANL","MCNP6.1.1beta"
"90",NA,8e-05,"ENDFB-VII.1","HEU-MET-FAST-034-001",0.99713,"LANL","MCNP6.1.1beta"
"91",NA,8e-05,"ENDFB-VII.1","HEU-MET-FAST-034-002",0.99866,"LANL","MCNP6.1.1beta"
"92",NA,8e-05,"ENDFB-VII.1","HEU-MET-FAST-034-003",0.99736,"LANL","MCNP6.1.1beta"
"93",NA,7e-05,"ENDFB-VII.1","HEU-MET-FAST-038-001",1.00326,"LANL","MCNP6.1.1beta"
"94",NA,7e-05,"ENDFB-VII.1","HEU-MET-FAST-038-002",1.00196,"LANL","MCNP6.1.1beta"
"95",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-040-001",1.00453,"LANL","MCNP6.1.1beta"
"96",NA,7e-05,"ENDFB-VII.1","HEU-MET-FAST-041-001",1.0069,"LANL","MCNP6.1.1beta"
"97",NA,7e-05,"ENDFB-VII.1","HEU-MET-FAST-041-002",1.00519,"LANL","MCNP6.1.1beta"
"98",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-041-003",1.00238,"LANL","MCNP6.1.1beta"
"99",NA,7e-05,"ENDFB-VII.1","HEU-MET-FAST-041-004",1.00715,"LANL","MCNP6.1.1beta"
"100",NA,7e-05,"ENDFB-VII.1","HEU-MET-FAST-041-005",1.00297,"LANL","MCNP6.1.1beta"
"101",NA,7e-05,"ENDFB-VII.1","HEU-MET-FAST-041-006",1.00427,"LANL","MCNP6.1.1beta"
"102",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-043-001",0.99904,"LANL","MCNP6.1.1beta"
"103",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-043-002",0.99818,"LANL","MCNP6.1.1beta"
"104",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-043-003",0.99868,"LANL","MCNP6.1.1beta"
"105",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-043-004",0.99746,"LANL","MCNP6.1.1beta"
"106",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-043-005",0.99837,"LANL","MCNP6.1.1beta"
"107",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-044-001",0.99994,"LANL","MCNP6.1.1beta"
"108",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-044-002",0.99956,"LANL","MCNP6.1.1beta"
"109",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-044-003",0.99967,"LANL","MCNP6.1.1beta"
"110",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-044-004",0.99931,"LANL","MCNP6.1.1beta"
"111",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-044-005",1.00011,"LANL","MCNP6.1.1beta"
"112",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-049-001",0.99799,"LANL","MCNP6.1.1beta"
"113",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-049-002",0.99974,"LANL","MCNP6.1.1beta"
"114",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-049-003",0.99869,"LANL","MCNP6.1.1beta"
"115",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-050-001",0.9981,"LANL","MCNP6.1.1beta"
"116","Detailed Model",6e-05,"ENDFB-VII.1","HEU-MET-FAST-051-001",0.99515,"LANL","MCNP6.1.1beta"
"117","Detailed Model",6e-05,"ENDFB-VII.1","HEU-MET-FAST-051-002",0.99539,"LANL","MCNP6.1.1beta"
"118","Detailed Model",6e-05,"ENDFB-VII.1","HEU-MET-FAST-051-003",0.99502,"LANL","MCNP6.1.1beta"
"119","Detailed Model",6e-05,"ENDFB-VII.1","HEU-MET-FAST-051-004",0.99503,"LANL","MCNP6.1.1beta"
"120","Detailed Model",6e-05,"ENDFB-VII.1","HEU-MET-FAST-051-009",0.99485,"LANL","MCNP6.1.1beta"
"121","Detailed Model",6e-05,"ENDFB-VII.1","HEU-MET-FAST-051-014",0.9988,"LANL","MCNP6.1.1beta"
"122","Detailed Model",6e-05,"ENDFB-VII.1","HEU-MET-FAST-051-015",0.99796,"LANL","MCNP6.1.1beta"
"123","Detailed Model",6e-05,"ENDFB-VII.1","HEU-MET-FAST-051-016",0.99639,"LANL","MCNP6.1.1beta"
"124","Detailed Model",6e-05,"ENDFB-VII.1","HEU-MET-FAST-051-017",0.99546,"LANL","MCNP6.1.1beta"
"125","Detailed Model",6e-05,"ENDFB-VII.1","HEU-MET-FAST-051-018",0.99401,"LANL","MCNP6.1.1beta"
"126",NA,7e-05,"ENDFB-VII.1","HEU-MET-FAST-052-001",1.00496,"LANL","MCNP6.1.1beta"
"127",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-055-001",0.99821,"LANL","MCNP6.1.1beta"
"128",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-057-001",0.98963,"LANL","MCNP6.1.1beta"
"129",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-057-002",0.99819,"LANL","MCNP6.1.1beta"
"130",NA,7e-05,"ENDFB-VII.1","HEU-MET-FAST-057-003",1.0172,"LANL","MCNP6.1.1beta"
"131",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-057-004",0.98797,"LANL","MCNP6.1.1beta"
"132",NA,7e-05,"ENDFB-VII.1","HEU-MET-FAST-057-005",1.02191,"LANL","MCNP6.1.1beta"
"133",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-057-006",0.99675,"LANL","MCNP6.1.1beta"
"134",NA,8e-05,"ENDFB-VII.1","HEU-MET-FAST-058-001",1.00333,"LANL","MCNP6.1.1beta"
"135",NA,7e-05,"ENDFB-VII.1","HEU-MET-FAST-058-002",1.00503,"LANL","MCNP6.1.1beta"
"136",NA,7e-05,"ENDFB-VII.1","HEU-MET-FAST-058-003",1.00291,"LANL","MCNP6.1.1beta"
"137",NA,7e-05,"ENDFB-VII.1","HEU-MET-FAST-058-004",1.00188,"LANL","MCNP6.1.1beta"
"138",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-058-005",1.00082,"LANL","MCNP6.1.1beta"
"139","Simplified Model",6e-05,"ENDFB-VII.1","HEU-MET-FAST-059-001",0.9905,"LANL","MCNP6.1.1beta"
"140","Simplified Model",6e-05,"ENDFB-VII.1","HEU-MET-FAST-059-002",0.99337,"LANL","MCNP6.1.1beta"
"141",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-060-001",1.00221,"LANL","MCNP6.1.1beta"
"142",NA,7e-05,"ENDFB-VII.1","HEU-MET-FAST-061-001",1.0044,"LANL","MCNP6.1.1beta"
"143",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-063-001",1.00045,"LANL","MCNP6.1.1beta"
"144",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-063-002",1.00074,"LANL","MCNP6.1.1beta"
"145",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-064-001",0.99541,"LANL","MCNP6.1.1beta"
"146",NA,7e-05,"ENDFB-VII.1","HEU-MET-FAST-064-002",0.99569,"LANL","MCNP6.1.1beta"
"147",NA,7e-05,"ENDFB-VII.1","HEU-MET-FAST-064-003",0.99382,"LANL","MCNP6.1.1beta"
"148",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-065-001",0.99803,"LANL","MCNP6.1.1beta"
"149",NA,7e-05,"ENDFB-VII.1","HEU-MET-FAST-066-001",1.00369,"LANL","MCNP6.1.1beta"
"150",NA,7e-05,"ENDFB-VII.1","HEU-MET-FAST-066-002",1.00168,"LANL","MCNP6.1.1beta"
"151",NA,7e-05,"ENDFB-VII.1","HEU-MET-FAST-066-003",1.00454,"LANL","MCNP6.1.1beta"
"152",NA,8e-05,"ENDFB-VII.1","HEU-MET-FAST-066-004",1.00497,"LANL","MCNP6.1.1beta"
"153",NA,7e-05,"ENDFB-VII.1","HEU-MET-FAST-066-005",1.00434,"LANL","MCNP6.1.1beta"
"154",NA,7e-05,"ENDFB-VII.1","HEU-MET-FAST-066-006",1.00351,"LANL","MCNP6.1.1beta"
"155",NA,7e-05,"ENDFB-VII.1","HEU-MET-FAST-066-007",1.00557,"LANL","MCNP6.1.1beta"
"156",NA,8e-05,"ENDFB-VII.1","HEU-MET-FAST-066-008",1.00435,"LANL","MCNP6.1.1beta"
"157",NA,8e-05,"ENDFB-VII.1","HEU-MET-FAST-066-009",1.00279,"LANL","MCNP6.1.1beta"
"158",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-067-001",1.00098,"LANL","MCNP6.1.1beta"
"159",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-067-002",0.99609,"LANL","MCNP6.1.1beta"
"160",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-070-001",1.00563,"LANL","MCNP6.1.1beta"
"161",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-070-002",1.00042,"LANL","MCNP6.1.1beta"
"162",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-070-003",1.00432,"LANL","MCNP6.1.1beta"
"163",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-072-001",1.00844,"LANL","MCNP6.1.1beta"
"164",NA,7e-05,"ENDFB-VII.1","HEU-MET-FAST-072-003",1.01222,"LANL","MCNP6.1.1beta"
"165",NA,7e-05,"ENDFB-VII.1","HEU-MET-FAST-073-001",1.00815,"LANL","MCNP6.1.1beta"
"166",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-075-001",1.00124,"LANL","MCNP6.1.1beta"
"167",NA,7e-05,"ENDFB-VII.1","HEU-MET-FAST-078-001",0.99453,"LANL","MCNP6.1.1beta"
"168",NA,7e-05,"ENDFB-VII.1","HEU-MET-FAST-078-003",0.99597,"LANL","MCNP6.1.1beta"
"169",NA,7e-05,"ENDFB-VII.1","HEU-MET-FAST-078-005",0.99619,"LANL","MCNP6.1.1beta"
"170",NA,8e-05,"ENDFB-VII.1","HEU-MET-FAST-078-007",0.99858,"LANL","MCNP6.1.1beta"
"171",NA,7e-05,"ENDFB-VII.1","HEU-MET-FAST-078-009",0.99563,"LANL","MCNP6.1.1beta"
"172",NA,7e-05,"ENDFB-VII.1","HEU-MET-FAST-078-011",0.99576,"LANL","MCNP6.1.1beta"
"173",NA,7e-05,"ENDFB-VII.1","HEU-MET-FAST-078-013",0.99724,"LANL","MCNP6.1.1beta"
"174",NA,7e-05,"ENDFB-VII.1","HEU-MET-FAST-078-015",0.99646,"LANL","MCNP6.1.1beta"
"175",NA,7e-05,"ENDFB-VII.1","HEU-MET-FAST-078-017",0.99654,"LANL","MCNP6.1.1beta"
"176",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-079-001",0.99965,"LANL","MCNP6.1.1beta"
"177",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-079-002",0.99923,"LANL","MCNP6.1.1beta"
"178",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-079-003",1.00007,"LANL","MCNP6.1.1beta"
"179",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-079-004",1.001,"LANL","MCNP6.1.1beta"
"180",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-079-005",0.99982,"LANL","MCNP6.1.1beta"
"181",NA,7e-05,"ENDFB-VII.1","HEU-MET-FAST-082-001",0.99641,"LANL","MCNP6.1.1beta"
"182",NA,7e-05,"ENDFB-VII.1","HEU-MET-FAST-082-002",0.99609,"LANL","MCNP6.1.1beta"
"183",NA,7e-05,"ENDFB-VII.1","HEU-MET-FAST-082-003",0.99832,"LANL","MCNP6.1.1beta"
"184",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-084-001",0.99905,"LANL","MCNP6.1.1beta"
"185",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-084-002",0.9994,"LANL","MCNP6.1.1beta"
"186",NA,7e-05,"ENDFB-VII.1","HEU-MET-FAST-084-003",1.00004,"LANL","MCNP6.1.1beta"
"187",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-084-004",0.99874,"LANL","MCNP6.1.1beta"
"188",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-084-005",1.00515,"LANL","MCNP6.1.1beta"
"189",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-084-006",0.99863,"LANL","MCNP6.1.1beta"
"190",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-084-007",0.9973,"LANL","MCNP6.1.1beta"
"191",NA,7e-05,"ENDFB-VII.1","HEU-MET-FAST-084-008",1.00844,"LANL","MCNP6.1.1beta"
"192",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-084-009",1.00278,"LANL","MCNP6.1.1beta"
"193",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-084-010",1.00121,"LANL","MCNP6.1.1beta"
"194",NA,7e-05,"ENDFB-VII.1","HEU-MET-FAST-084-011",1.0014,"LANL","MCNP6.1.1beta"
"195",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-084-012",0.99749,"LANL","MCNP6.1.1beta"
"196",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-084-013",0.99918,"LANL","MCNP6.1.1beta"
"197",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-084-014",0.99991,"LANL","MCNP6.1.1beta"
"198",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-084-015",0.99817,"LANL","MCNP6.1.1beta"
"199",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-084-016",0.99916,"LANL","MCNP6.1.1beta"
"200",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-084-017",1.00023,"LANL","MCNP6.1.1beta"
"201",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-084-018",0.99757,"LANL","MCNP6.1.1beta"
"202",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-084-019",0.99747,"LANL","MCNP6.1.1beta"
"203",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-084-020",1.00306,"LANL","MCNP6.1.1beta"
"204",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-084-021",1.00034,"LANL","MCNP6.1.1beta"
"205",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-084-022",0.9982,"LANL","MCNP6.1.1beta"
"206",NA,7e-05,"ENDFB-VII.1","HEU-MET-FAST-084-023",0.99947,"LANL","MCNP6.1.1beta"
"207",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-084-024",0.9988,"LANL","MCNP6.1.1beta"
"208",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-084-025",0.99814,"LANL","MCNP6.1.1beta"
"209",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-084-026",1.00044,"LANL","MCNP6.1.1beta"
"210",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-084-027",0.99762,"LANL","MCNP6.1.1beta"
"211",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-085-001",1.00008,"LANL","MCNP6.1.1beta"
"212",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-085-002",1.00425,"LANL","MCNP6.1.1beta"
"213",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-085-003",0.99605,"LANL","MCNP6.1.1beta"
"214",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-085-004",0.99983,"LANL","MCNP6.1.1beta"
"215",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-085-005",1.00044,"LANL","MCNP6.1.1beta"
"216",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-085-006",1.00603,"LANL","MCNP6.1.1beta"
"217",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-087-001",0.9984,"LANL","MCNP6.1.1beta"
"218",NA,8e-05,"ENDFB-VII.1","HEU-MET-FAST-088-001",0.99675,"LANL","MCNP6.1.1beta"
"219",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-089-001",1.0001,"LANL","MCNP6.1.1beta"
"220",NA,8e-05,"ENDFB-VII.1","HEU-MET-FAST-090-001",1.00567,"LANL","MCNP6.1.1beta"
"221",NA,8e-05,"ENDFB-VII.1","HEU-MET-FAST-091-001",0.99962,"LANL","MCNP6.1.1beta"
"222",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-092-001",1.00127,"LANL","MCNP6.1.1beta"
"223",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-092-002",1.00271,"LANL","MCNP6.1.1beta"
"224",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-092-003",1.00391,"LANL","MCNP6.1.1beta"
"225",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-092-004",1.00336,"LANL","MCNP6.1.1beta"
"226",NA,6e-05,"ENDFB-VII.1","HEU-MET-FAST-093-001",1.00335,"LANL","MCNP6.1.1beta"
