"","MODEL","CALCERR","LIBVER","FULLID","CALCVAL","INST","CODE"
"63",NA,6e-05,"LIB-2.0","HEU-MET-FAST-012-001",1.008182,"TEST2","CODE-1.0"
"64",NA,6e-05,"LIB-2.0","HEU-MET-FAST-013-001",1.0073134,"TEST2","CODE-1.0"
"65",NA,6e-05,"LIB-2.0","HEU-MET-FAST-014-001",1.0075861,"TEST2","CODE-1.0"
"66",NA,6e-05,"LIB-2.0","HEU-MET-FAST-015-001",1.0044551,"TEST2","CODE-1.0"
"67",NA,7e-05,"LIB-2.0","HEU-MET-FAST-016-001",1.0116463,"TEST2","CODE-1.0"
"68",NA,7e-05,"LIB-2.0","HEU-MET-FAST-016-002",1.0124846,"TEST2","CODE-1.0"
"69",NA,7e-05,"LIB-2.0","HEU-MET-FAST-017-001",1.0106161,"TEST2","CODE-1.0"
"70","Detailed Model",6e-05,"LIB-2.0","HEU-MET-FAST-018-001",1.0100303,"TEST2","CODE-1.0"
"71","Detailed Model",6e-05,"LIB-2.0","HEU-MET-FAST-019-001",1.0170498,"TEST2","CODE-1.0"
"72","Detailed Model",7e-05,"LIB-2.0","HEU-MET-FAST-020-001",1.0108484,"TEST2","CODE-1.0"
"73","Detailed Model",6e-05,"LIB-2.0","HEU-MET-FAST-021-001",1.007273,"TEST2","CODE-1.0"
"74","Detailed Model",6e-05,"LIB-2.0","HEU-MET-FAST-022-001",1.0075659,"TEST2","CODE-1.0"
"75",NA,7e-05,"LIB-2.0","HEU-MET-FAST-024-001",1.0083739,"TEST2","CODE-1.0"
"76",NA,6e-05,"LIB-2.0","HEU-MET-FAST-025-001",1.008889,"TEST2","CODE-1.0"
"77",NA,6e-05,"LIB-2.0","HEU-MET-FAST-025-002",1.0111615,"TEST2","CODE-1.0"
"78",NA,6e-05,"LIB-2.0","HEU-MET-FAST-025-003",1.0138885,"TEST2","CODE-1.0"
"79",NA,6e-05,"LIB-2.0","HEU-MET-FAST-025-004",1.0154035,"TEST2","CODE-1.0"
"80",NA,6e-05,"LIB-2.0","HEU-MET-FAST-025-005",1.015454,"TEST2","CODE-1.0"
"81",NA,6e-05,"LIB-2.0","HEU-MET-FAST-027-001",1.0108787,"TEST2","CODE-1.0"
"82",NA,6e-05,"LIB-2.0","HEU-MET-FAST-028-001",1.012727,"TEST2","CODE-1.0"
"83",NA,6e-05,"LIB-2.0","HEU-MET-FAST-029-001",1.0157974,"TEST2","CODE-1.0"
"84",NA,7e-05,"LIB-2.0","HEU-MET-FAST-030-001",1.0121008,"TEST2","CODE-1.0"
"85",NA,8e-05,"LIB-2.0","HEU-MET-FAST-031-001",1.0148379,"TEST2","CODE-1.0"
"86",NA,6e-05,"LIB-2.0","HEU-MET-FAST-032-001",1.0142622,"TEST2","CODE-1.0"
"87",NA,6e-05,"LIB-2.0","HEU-MET-FAST-032-002",1.0146662,"TEST2","CODE-1.0"
"88",NA,6e-05,"LIB-2.0","HEU-MET-FAST-032-003",1.0101111,"TEST2","CODE-1.0"
"89",NA,6e-05,"LIB-2.0","HEU-MET-FAST-032-004",1.0108383,"TEST2","CODE-1.0"
"90",NA,8e-05,"LIB-2.0","HEU-MET-FAST-034-001",1.0071013,"TEST2","CODE-1.0"
"91",NA,8e-05,"LIB-2.0","HEU-MET-FAST-034-002",1.0086466,"TEST2","CODE-1.0"
"92",NA,8e-05,"LIB-2.0","HEU-MET-FAST-034-003",1.0073336,"TEST2","CODE-1.0"
"93",NA,7e-05,"LIB-2.0","HEU-MET-FAST-038-001",1.0132926,"TEST2","CODE-1.0"
"94",NA,7e-05,"LIB-2.0","HEU-MET-FAST-038-002",1.0119796,"TEST2","CODE-1.0"
"95",NA,6e-05,"LIB-2.0","HEU-MET-FAST-040-001",1.0145753,"TEST2","CODE-1.0"
"96",NA,7e-05,"LIB-2.0","HEU-MET-FAST-041-001",1.016969,"TEST2","CODE-1.0"
"97",NA,7e-05,"LIB-2.0","HEU-MET-FAST-041-002",1.0152419,"TEST2","CODE-1.0"
"98",NA,6e-05,"LIB-2.0","HEU-MET-FAST-041-003",1.0124038,"TEST2","CODE-1.0"
"99",NA,7e-05,"LIB-2.0","HEU-MET-FAST-041-004",1.0172215,"TEST2","CODE-1.0"
"100",NA,7e-05,"LIB-2.0","HEU-MET-FAST-041-005",1.0129997,"TEST2","CODE-1.0"
"101",NA,7e-05,"LIB-2.0","HEU-MET-FAST-041-006",1.0143127,"TEST2","CODE-1.0"
"102",NA,6e-05,"LIB-2.0","HEU-MET-FAST-043-001",1.0090304,"TEST2","CODE-1.0"
"103",NA,6e-05,"LIB-2.0","HEU-MET-FAST-043-002",1.0081618,"TEST2","CODE-1.0"
"104",NA,6e-05,"LIB-2.0","HEU-MET-FAST-043-003",1.0086668,"TEST2","CODE-1.0"
"105",NA,6e-05,"LIB-2.0","HEU-MET-FAST-043-004",1.0074346,"TEST2","CODE-1.0"
"106",NA,6e-05,"LIB-2.0","HEU-MET-FAST-043-005",1.0083537,"TEST2","CODE-1.0"
"107",NA,6e-05,"LIB-2.0","HEU-MET-FAST-044-001",1.0099394,"TEST2","CODE-1.0"
"108",NA,6e-05,"LIB-2.0","HEU-MET-FAST-044-002",1.0095556,"TEST2","CODE-1.0"
"109",NA,6e-05,"LIB-2.0","HEU-MET-FAST-044-003",1.0096667,"TEST2","CODE-1.0"
"110",NA,6e-05,"LIB-2.0","HEU-MET-FAST-044-004",1.0093031,"TEST2","CODE-1.0"
"111",NA,6e-05,"LIB-2.0","HEU-MET-FAST-044-005",1.0101111,"TEST2","CODE-1.0"
"112",NA,6e-05,"LIB-2.0","HEU-MET-FAST-049-001",1.0079699,"TEST2","CODE-1.0"
"113",NA,6e-05,"LIB-2.0","HEU-MET-FAST-049-002",1.0097374,"TEST2","CODE-1.0"
"114",NA,6e-05,"LIB-2.0","HEU-MET-FAST-049-003",1.0086769,"TEST2","CODE-1.0"
"115",NA,6e-05,"LIB-2.0","HEU-MET-FAST-050-001",1.008081,"TEST2","CODE-1.0"
"116","Detailed Model",6e-05,"LIB-2.0","HEU-MET-FAST-051-001",1.0051015,"TEST2","CODE-1.0"
"117","Detailed Model",6e-05,"LIB-2.0","HEU-MET-FAST-051-002",1.0053439,"TEST2","CODE-1.0"
"118","Detailed Model",6e-05,"LIB-2.0","HEU-MET-FAST-051-003",1.0049702,"TEST2","CODE-1.0"
"119","Detailed Model",6e-05,"LIB-2.0","HEU-MET-FAST-051-004",1.0049803,"TEST2","CODE-1.0"
"120","Detailed Model",6e-05,"LIB-2.0","HEU-MET-FAST-051-009",1.0047985,"TEST2","CODE-1.0"
"121","Detailed Model",6e-05,"LIB-2.0","HEU-MET-FAST-051-014",1.008788,"TEST2","CODE-1.0"
"122","Detailed Model",6e-05,"LIB-2.0","HEU-MET-FAST-051-015",1.0079396,"TEST2","CODE-1.0"
"123","Detailed Model",6e-05,"LIB-2.0","HEU-MET-FAST-051-016",1.0063539,"TEST2","CODE-1.0"
"124","Detailed Model",6e-05,"LIB-2.0","HEU-MET-FAST-051-017",1.0054146,"TEST2","CODE-1.0"
"125","Detailed Model",6e-05,"LIB-2.0","HEU-MET-FAST-051-018",1.0039501,"TEST2","CODE-1.0"
"126",NA,7e-05,"LIB-2.0","HEU-MET-FAST-052-001",1.0150096,"TEST2","CODE-1.0"
"127",NA,6e-05,"LIB-2.0","HEU-MET-FAST-055-001",1.0081921,"TEST2","CODE-1.0"
"128",NA,6e-05,"LIB-2.0","HEU-MET-FAST-057-001",0.9995263,"TEST2","CODE-1.0"
"129",NA,6e-05,"LIB-2.0","HEU-MET-FAST-057-002",1.0081719,"TEST2","CODE-1.0"
"130",NA,7e-05,"LIB-2.0","HEU-MET-FAST-057-003",1.027372,"TEST2","CODE-1.0"
"131",NA,6e-05,"LIB-2.0","HEU-MET-FAST-057-004",0.9978497,"TEST2","CODE-1.0"
"132",NA,7e-05,"LIB-2.0","HEU-MET-FAST-057-005",1.0321291,"TEST2","CODE-1.0"
"133",NA,6e-05,"LIB-2.0","HEU-MET-FAST-057-006",1.0067175,"TEST2","CODE-1.0"
"134",NA,8e-05,"LIB-2.0","HEU-MET-FAST-058-001",1.0133633,"TEST2","CODE-1.0"
"135",NA,7e-05,"LIB-2.0","HEU-MET-FAST-058-002",1.0150803,"TEST2","CODE-1.0"
"136",NA,7e-05,"LIB-2.0","HEU-MET-FAST-058-003",1.0129391,"TEST2","CODE-1.0"
"137",NA,7e-05,"LIB-2.0","HEU-MET-FAST-058-004",1.0118988,"TEST2","CODE-1.0"
"138",NA,6e-05,"LIB-2.0","HEU-MET-FAST-058-005",1.0108282,"TEST2","CODE-1.0"
"139","Simplified Model",6e-05,"LIB-2.0","HEU-MET-FAST-059-001",1.000405,"TEST2","CODE-1.0"
"140","Simplified Model",6e-05,"LIB-2.0","HEU-MET-FAST-059-002",1.0033037,"TEST2","CODE-1.0"
"141",NA,6e-05,"LIB-2.0","HEU-MET-FAST-060-001",1.0122321,"TEST2","CODE-1.0"
"142",NA,7e-05,"LIB-2.0","HEU-MET-FAST-061-001",1.014444,"TEST2","CODE-1.0"
"143",NA,6e-05,"LIB-2.0","HEU-MET-FAST-063-001",1.0104545,"TEST2","CODE-1.0"
"144",NA,6e-05,"LIB-2.0","HEU-MET-FAST-063-002",1.0107474,"TEST2","CODE-1.0"
"145",NA,6e-05,"LIB-2.0","HEU-MET-FAST-064-001",1.0053641,"TEST2","CODE-1.0"
"146",NA,7e-05,"LIB-2.0","HEU-MET-FAST-064-002",1.0056469,"TEST2","CODE-1.0"
"147",NA,7e-05,"LIB-2.0","HEU-MET-FAST-064-003",1.0037582,"TEST2","CODE-1.0"
"148",NA,6e-05,"LIB-2.0","HEU-MET-FAST-065-001",1.0080103,"TEST2","CODE-1.0"
"149",NA,7e-05,"LIB-2.0","HEU-MET-FAST-066-001",1.0137269,"TEST2","CODE-1.0"
"150",NA,7e-05,"LIB-2.0","HEU-MET-FAST-066-002",1.0116968,"TEST2","CODE-1.0"
"151",NA,7e-05,"LIB-2.0","HEU-MET-FAST-066-003",1.0145854,"TEST2","CODE-1.0"
"152",NA,8e-05,"LIB-2.0","HEU-MET-FAST-066-004",1.0150197,"TEST2","CODE-1.0"
"153",NA,7e-05,"LIB-2.0","HEU-MET-FAST-066-005",1.0143834,"TEST2","CODE-1.0"
"154",NA,7e-05,"LIB-2.0","HEU-MET-FAST-066-006",1.0135451,"TEST2","CODE-1.0"
"155",NA,7e-05,"LIB-2.0","HEU-MET-FAST-066-007",1.0156257,"TEST2","CODE-1.0"
"156",NA,8e-05,"LIB-2.0","HEU-MET-FAST-066-008",1.0143935,"TEST2","CODE-1.0"
"157",NA,8e-05,"LIB-2.0","HEU-MET-FAST-066-009",1.0128179,"TEST2","CODE-1.0"
"158",NA,6e-05,"LIB-2.0","HEU-MET-FAST-067-001",1.0109898,"TEST2","CODE-1.0"
"159",NA,6e-05,"LIB-2.0","HEU-MET-FAST-067-002",1.0060509,"TEST2","CODE-1.0"
"160",NA,6e-05,"LIB-2.0","HEU-MET-FAST-070-001",1.0156863,"TEST2","CODE-1.0"
"161",NA,6e-05,"LIB-2.0","HEU-MET-FAST-070-002",1.0104242,"TEST2","CODE-1.0"
"162",NA,6e-05,"LIB-2.0","HEU-MET-FAST-070-003",1.0143632,"TEST2","CODE-1.0"
"163",NA,6e-05,"LIB-2.0","HEU-MET-FAST-072-001",1.0185244,"TEST2","CODE-1.0"
"164",NA,7e-05,"LIB-2.0","HEU-MET-FAST-072-003",1.0223422,"TEST2","CODE-1.0"
"165",NA,7e-05,"LIB-2.0","HEU-MET-FAST-073-001",1.0182315,"TEST2","CODE-1.0"
"166",NA,6e-05,"LIB-2.0","HEU-MET-FAST-075-001",1.0112524,"TEST2","CODE-1.0"
"167",NA,7e-05,"LIB-2.0","HEU-MET-FAST-078-001",1.0044753,"TEST2","CODE-1.0"
"168",NA,7e-05,"LIB-2.0","HEU-MET-FAST-078-003",1.0059297,"TEST2","CODE-1.0"
"169",NA,7e-05,"LIB-2.0","HEU-MET-FAST-078-005",1.0061519,"TEST2","CODE-1.0"
"170",NA,8e-05,"LIB-2.0","HEU-MET-FAST-078-007",1.0085658,"TEST2","CODE-1.0"
"171",NA,7e-05,"LIB-2.0","HEU-MET-FAST-078-009",1.0055863,"TEST2","CODE-1.0"
"172",NA,7e-05,"LIB-2.0","HEU-MET-FAST-078-011",1.0057176,"TEST2","CODE-1.0"
"173",NA,7e-05,"LIB-2.0","HEU-MET-FAST-078-013",1.0072124,"TEST2","CODE-1.0"
"174",NA,7e-05,"LIB-2.0","HEU-MET-FAST-078-015",1.0064246,"TEST2","CODE-1.0"
"175",NA,7e-05,"LIB-2.0","HEU-MET-FAST-078-017",1.0065054,"TEST2","CODE-1.0"
"176",NA,6e-05,"LIB-2.0","HEU-MET-FAST-079-001",1.0096465,"TEST2","CODE-1.0"
"177",NA,6e-05,"LIB-2.0","HEU-MET-FAST-079-002",1.0092223,"TEST2","CODE-1.0"
"178",NA,6e-05,"LIB-2.0","HEU-MET-FAST-079-003",1.0100707,"TEST2","CODE-1.0"
"179",NA,6e-05,"LIB-2.0","HEU-MET-FAST-079-004",1.01101,"TEST2","CODE-1.0"
"180",NA,6e-05,"LIB-2.0","HEU-MET-FAST-079-005",1.0098182,"TEST2","CODE-1.0"
"181",NA,7e-05,"LIB-2.0","HEU-MET-FAST-082-001",1.0063741,"TEST2","CODE-1.0"
"182",NA,7e-05,"LIB-2.0","HEU-MET-FAST-082-002",1.0060509,"TEST2","CODE-1.0"
"183",NA,7e-05,"LIB-2.0","HEU-MET-FAST-082-003",1.0083032,"TEST2","CODE-1.0"
"184",NA,6e-05,"LIB-2.0","HEU-MET-FAST-084-001",1.0090405,"TEST2","CODE-1.0"
"185",NA,6e-05,"LIB-2.0","HEU-MET-FAST-084-002",1.009394,"TEST2","CODE-1.0"
"186",NA,7e-05,"LIB-2.0","HEU-MET-FAST-084-003",1.0100404,"TEST2","CODE-1.0"
"187",NA,6e-05,"LIB-2.0","HEU-MET-FAST-084-004",1.0087274,"TEST2","CODE-1.0"
"188",NA,6e-05,"LIB-2.0","HEU-MET-FAST-084-005",1.0152015,"TEST2","CODE-1.0"
"189",NA,6e-05,"LIB-2.0","HEU-MET-FAST-084-006",1.0086163,"TEST2","CODE-1.0"
"190",NA,6e-05,"LIB-2.0","HEU-MET-FAST-084-007",1.007273,"TEST2","CODE-1.0"
"191",NA,7e-05,"LIB-2.0","HEU-MET-FAST-084-008",1.0185244,"TEST2","CODE-1.0"
"192",NA,6e-05,"LIB-2.0","HEU-MET-FAST-084-009",1.0128078,"TEST2","CODE-1.0"
"193",NA,6e-05,"LIB-2.0","HEU-MET-FAST-084-010",1.0112221,"TEST2","CODE-1.0"
"194",NA,7e-05,"LIB-2.0","HEU-MET-FAST-084-011",1.011414,"TEST2","CODE-1.0"
"195",NA,6e-05,"LIB-2.0","HEU-MET-FAST-084-012",1.0074649,"TEST2","CODE-1.0"
"196",NA,6e-05,"LIB-2.0","HEU-MET-FAST-084-013",1.0091718,"TEST2","CODE-1.0"
"197",NA,6e-05,"LIB-2.0","HEU-MET-FAST-084-014",1.0099091,"TEST2","CODE-1.0"
"198",NA,6e-05,"LIB-2.0","HEU-MET-FAST-084-015",1.0081517,"TEST2","CODE-1.0"
"199",NA,6e-05,"LIB-2.0","HEU-MET-FAST-084-016",1.0091516,"TEST2","CODE-1.0"
"200",NA,6e-05,"LIB-2.0","HEU-MET-FAST-084-017",1.0102323,"TEST2","CODE-1.0"
"201",NA,6e-05,"LIB-2.0","HEU-MET-FAST-084-018",1.0075457,"TEST2","CODE-1.0"
"202",NA,6e-05,"LIB-2.0","HEU-MET-FAST-084-019",1.0074447,"TEST2","CODE-1.0"
"203",NA,6e-05,"LIB-2.0","HEU-MET-FAST-084-020",1.0130906,"TEST2","CODE-1.0"
"204",NA,6e-05,"LIB-2.0","HEU-MET-FAST-084-021",1.0103434,"TEST2","CODE-1.0"
"205",NA,6e-05,"LIB-2.0","HEU-MET-FAST-084-022",1.008182,"TEST2","CODE-1.0"
"206",NA,7e-05,"LIB-2.0","HEU-MET-FAST-084-023",1.0094647,"TEST2","CODE-1.0"
"207",NA,6e-05,"LIB-2.0","HEU-MET-FAST-084-024",1.008788,"TEST2","CODE-1.0"
"208",NA,6e-05,"LIB-2.0","HEU-MET-FAST-084-025",1.0081214,"TEST2","CODE-1.0"
"209",NA,6e-05,"LIB-2.0","HEU-MET-FAST-084-026",1.0104444,"TEST2","CODE-1.0"
"210",NA,6e-05,"LIB-2.0","HEU-MET-FAST-084-027",1.0075962,"TEST2","CODE-1.0"
"211",NA,6e-05,"LIB-2.0","HEU-MET-FAST-085-001",1.0100808,"TEST2","CODE-1.0"
"212",NA,6e-05,"LIB-2.0","HEU-MET-FAST-085-002",1.0142925,"TEST2","CODE-1.0"
"213",NA,6e-05,"LIB-2.0","HEU-MET-FAST-085-003",1.0060105,"TEST2","CODE-1.0"
"214",NA,6e-05,"LIB-2.0","HEU-MET-FAST-085-004",1.0098283,"TEST2","CODE-1.0"
"215",NA,6e-05,"LIB-2.0","HEU-MET-FAST-085-005",1.0104444,"TEST2","CODE-1.0"
"216",NA,6e-05,"LIB-2.0","HEU-MET-FAST-085-006",1.0160903,"TEST2","CODE-1.0"
"217",NA,6e-05,"LIB-2.0","HEU-MET-FAST-087-001",1.008384,"TEST2","CODE-1.0"
"218",NA,8e-05,"LIB-2.0","HEU-MET-FAST-088-001",1.0067175,"TEST2","CODE-1.0"
"219",NA,6e-05,"LIB-2.0","HEU-MET-FAST-089-001",1.010101,"TEST2","CODE-1.0"
"220",NA,8e-05,"LIB-2.0","HEU-MET-FAST-090-001",1.0157267,"TEST2","CODE-1.0"
"221",NA,8e-05,"LIB-2.0","HEU-MET-FAST-091-001",1.0096162,"TEST2","CODE-1.0"
"222",NA,6e-05,"LIB-2.0","HEU-MET-FAST-092-001",1.0112827,"TEST2","CODE-1.0"
"223",NA,6e-05,"LIB-2.0","HEU-MET-FAST-092-002",1.0127371,"TEST2","CODE-1.0"
"224",NA,6e-05,"LIB-2.0","HEU-MET-FAST-092-003",1.0139491,"TEST2","CODE-1.0"
"225",NA,6e-05,"LIB-2.0","HEU-MET-FAST-092-004",1.0133936,"TEST2","CODE-1.0"
"226",NA,6e-05,"LIB-2.0","HEU-MET-FAST-093-001",1.0133835,"TEST2","CODE-1.0"
"227",NA,7e-05,"LIB-2.0","HEU-MET-FAST-094-001",1.0134643,"TEST2","CODE-1.0"
"228",NA,7e-05,"LIB-2.0","HEU-MET-FAST-094-002",1.0137673,"TEST2","CODE-1.0"
"229","Simplified Model",6e-05,"LIB-2.0","HEU-MET-FAST-100-001",1.0149692,"TEST2","CODE-1.0"
"230","Simplified Model",6e-05,"LIB-2.0","HEU-MET-FAST-100-002",1.0088082,"TEST2","CODE-1.0"
"231",NA,7e-05,"LIB-2.0","HEU-MET-INTER-001-001",1.0114342,"TEST2","CODE-1.0"
"232",NA,8e-05,"LIB-2.0","HEU-MET-INTER-006-001",1.0028795,"TEST2","CODE-1.0"
"233",NA,8e-05,"LIB-2.0","HEU-MET-INTER-006-002",1.0068488,"TEST2","CODE-1.0"
"234",NA,8e-05,"LIB-2.0","HEU-MET-INTER-006-003",1.0108181,"TEST2","CODE-1.0"
"235",NA,7e-05,"LIB-2.0","HEU-MET-INTER-006-004",1.0171508,"TEST2","CODE-1.0"
"236",NA,8e-05,"LIB-2.0","HEU-MET-MIXED-001-001",1.0120301,"TEST2","CODE-1.0"
"237",NA,8e-05,"LIB-2.0","HEU-MET-MIXED-002-001",1.0167367,"TEST2","CODE-1.0"
"238",NA,8e-05,"LIB-2.0","HEU-MET-MIXED-003-001",1.0176356,"TEST2","CODE-1.0"
"239",NA,7e-05,"LIB-2.0","HEU-MET-MIXED-012-001",1.0104646,"TEST2","CODE-1.0"
"240",NA,8e-05,"LIB-2.0","HEU-MET-MIXED-015-001",1.0069397,"TEST2","CODE-1.0"
"241",NA,8e-05,"LIB-2.0","HEU-MET-MIXED-016-001",1.0117473,"TEST2","CODE-1.0"
"242",NA,8e-05,"LIB-2.0","HEU-MET-MIXED-016-002",1.0127068,"TEST2","CODE-1.0"
"243",NA,8e-05,"LIB-2.0","HEU-MET-MIXED-017-001",1.005354,"TEST2","CODE-1.0"
"244",NA,8e-05,"LIB-2.0","HEU-MET-MIXED-020-001",1.0139289,"TEST2","CODE-1.0"
"245",NA,8e-05,"LIB-2.0","HEU-MET-MIXED-020-002",1.0126967,"TEST2","CODE-1.0"
"246","Detailed Model",8e-05,"LIB-2.0","HEU-MET-THERM-010-001",1.0187668,"TEST2","CODE-1.0"
"247","Detailed Model",9e-05,"LIB-2.0","HEU-MET-THERM-012-001",1.019393,"TEST2","CODE-1.0"
