"","MODEL","CALCERR","LIBVER","FULLID","CALCVAL","INST","CODE"
"105",NA,6e-05,"LIB-3.0","HEU-MET-FAST-043-004",0.9874854,"TEST3","CODE-4.0"
"106",NA,6e-05,"LIB-3.0","HEU-MET-FAST-043-005",0.9883863,"TEST3","CODE-4.0"
"107",NA,6e-05,"LIB-3.0","HEU-MET-FAST-044-001",0.9899406,"TEST3","CODE-4.0"
"108",NA,6e-05,"LIB-3.0","HEU-MET-FAST-044-002",0.9895644,"TEST3","CODE-4.0"
"109",NA,6e-05,"LIB-3.0","HEU-MET-FAST-044-003",0.9896733,"TEST3","CODE-4.0"
"110",NA,6e-05,"LIB-3.0","HEU-MET-FAST-044-004",0.9893169,"TEST3","CODE-4.0"
"111",NA,6e-05,"LIB-3.0","HEU-MET-FAST-044-005",0.9901089,"TEST3","CODE-4.0"
"112",NA,6e-05,"LIB-3.0","HEU-MET-FAST-049-001",0.9880101,"TEST3","CODE-4.0"
"113",NA,6e-05,"LIB-3.0","HEU-MET-FAST-049-002",0.9897426,"TEST3","CODE-4.0"
"114",NA,6e-05,"LIB-3.0","HEU-MET-FAST-049-003",0.9887031,"TEST3","CODE-4.0"
"115",NA,6e-05,"LIB-3.0","HEU-MET-FAST-050-001",0.988119,"TEST3","CODE-4.0"
"116","Detailed Model",6e-05,"LIB-3.0","HEU-MET-FAST-051-001",0.9851985,"TEST3","CODE-4.0"
"117","Detailed Model",6e-05,"LIB-3.0","HEU-MET-FAST-051-002",0.9854361,"TEST3","CODE-4.0"
"118","Detailed Model",6e-05,"LIB-3.0","HEU-MET-FAST-051-003",0.9850698,"TEST3","CODE-4.0"
"119","Detailed Model",6e-05,"LIB-3.0","HEU-MET-FAST-051-004",0.9850797,"TEST3","CODE-4.0"
"120","Detailed Model",6e-05,"LIB-3.0","HEU-MET-FAST-051-009",0.9849015,"TEST3","CODE-4.0"
"121","Detailed Model",6e-05,"LIB-3.0","HEU-MET-FAST-051-014",0.988812,"TEST3","CODE-4.0"
"122","Detailed Model",6e-05,"LIB-3.0","HEU-MET-FAST-051-015",0.9879804,"TEST3","CODE-4.0"
"123","Detailed Model",6e-05,"LIB-3.0","HEU-MET-FAST-051-016",0.9864261,"TEST3","CODE-4.0"
"124","Detailed Model",6e-05,"LIB-3.0","HEU-MET-FAST-051-017",0.9855054,"TEST3","CODE-4.0"
"125","Detailed Model",6e-05,"LIB-3.0","HEU-MET-FAST-051-018",0.9840699,"TEST3","CODE-4.0"
"126",NA,7e-05,"LIB-3.0","HEU-MET-FAST-052-001",0.9949104,"TEST3","CODE-4.0"
"127",NA,6e-05,"LIB-3.0","HEU-MET-FAST-055-001",0.9882279,"TEST3","CODE-4.0"
"128",NA,6e-05,"LIB-3.0","HEU-MET-FAST-057-001",0.9797337,"TEST3","CODE-4.0"
"129",NA,6e-05,"LIB-3.0","HEU-MET-FAST-057-002",0.9882081,"TEST3","CODE-4.0"
"130",NA,7e-05,"LIB-3.0","HEU-MET-FAST-057-003",1.007028,"TEST3","CODE-4.0"
"131",NA,6e-05,"LIB-3.0","HEU-MET-FAST-057-004",0.9780903,"TEST3","CODE-4.0"
"132",NA,7e-05,"LIB-3.0","HEU-MET-FAST-057-005",1.0116909,"TEST3","CODE-4.0"
"133",NA,6e-05,"LIB-3.0","HEU-MET-FAST-057-006",0.9867825,"TEST3","CODE-4.0"
"134",NA,8e-05,"LIB-3.0","HEU-MET-FAST-058-001",0.9932967,"TEST3","CODE-4.0"
"135",NA,7e-05,"LIB-3.0","HEU-MET-FAST-058-002",0.9949797,"TEST3","CODE-4.0"
"136",NA,7e-05,"LIB-3.0","HEU-MET-FAST-058-003",0.9928809,"TEST3","CODE-4.0"
"137",NA,7e-05,"LIB-3.0","HEU-MET-FAST-058-004",0.9918612,"TEST3","CODE-4.0"
"138",NA,6e-05,"LIB-3.0","HEU-MET-FAST-058-005",0.9908118,"TEST3","CODE-4.0"
"139","Simplified Model",6e-05,"LIB-3.0","HEU-MET-FAST-059-001",0.980595,"TEST3","CODE-4.0"
"140","Simplified Model",6e-05,"LIB-3.0","HEU-MET-FAST-059-002",0.9834363,"TEST3","CODE-4.0"
"141",NA,6e-05,"LIB-3.0","HEU-MET-FAST-060-001",0.9921879,"TEST3","CODE-4.0"
"142",NA,7e-05,"LIB-3.0","HEU-MET-FAST-061-001",0.994356,"TEST3","CODE-4.0"
"143",NA,6e-05,"LIB-3.0","HEU-MET-FAST-063-001",0.9904455,"TEST3","CODE-4.0"
"144",NA,6e-05,"LIB-3.0","HEU-MET-FAST-063-002",0.9907326,"TEST3","CODE-4.0"
"145",NA,6e-05,"LIB-3.0","HEU-MET-FAST-064-001",0.9854559,"TEST3","CODE-4.0"
"146",NA,7e-05,"LIB-3.0","HEU-MET-FAST-064-002",0.9857331,"TEST3","CODE-4.0"
"147",NA,7e-05,"LIB-3.0","HEU-MET-FAST-064-003",0.9838818,"TEST3","CODE-4.0"
"148",NA,6e-05,"LIB-3.0","HEU-MET-FAST-065-001",0.9880497,"TEST3","CODE-4.0"
"149",NA,7e-05,"LIB-3.0","HEU-MET-FAST-066-001",0.9936531,"TEST3","CODE-4.0"
"150",NA,7e-05,"LIB-3.0","HEU-MET-FAST-066-002",0.9916632,"TEST3","CODE-4.0"
"151",NA,7e-05,"LIB-3.0","HEU-MET-FAST-066-003",0.9944946,"TEST3","CODE-4.0"
"152",NA,8e-05,"LIB-3.0","HEU-MET-FAST-066-004",0.9949203,"TEST3","CODE-4.0"
"153",NA,7e-05,"LIB-3.0","HEU-MET-FAST-066-005",0.9942966,"TEST3","CODE-4.0"
"154",NA,7e-05,"LIB-3.0","HEU-MET-FAST-066-006",0.9934749,"TEST3","CODE-4.0"
"155",NA,7e-05,"LIB-3.0","HEU-MET-FAST-066-007",0.9955143,"TEST3","CODE-4.0"
"156",NA,8e-05,"LIB-3.0","HEU-MET-FAST-066-008",0.9943065,"TEST3","CODE-4.0"
"157",NA,8e-05,"LIB-3.0","HEU-MET-FAST-066-009",0.9927621,"TEST3","CODE-4.0"
"158",NA,6e-05,"LIB-3.0","HEU-MET-FAST-067-001",0.9909702,"TEST3","CODE-4.0"
"159",NA,6e-05,"LIB-3.0","HEU-MET-FAST-067-002",0.9861291,"TEST3","CODE-4.0"
"160",NA,6e-05,"LIB-3.0","HEU-MET-FAST-070-001",0.9955737,"TEST3","CODE-4.0"
"161",NA,6e-05,"LIB-3.0","HEU-MET-FAST-070-002",0.9904158,"TEST3","CODE-4.0"
"162",NA,6e-05,"LIB-3.0","HEU-MET-FAST-070-003",0.9942768,"TEST3","CODE-4.0"
"163",NA,6e-05,"LIB-3.0","HEU-MET-FAST-072-001",0.9983556,"TEST3","CODE-4.0"
"164",NA,7e-05,"LIB-3.0","HEU-MET-FAST-072-003",1.0020978,"TEST3","CODE-4.0"
"165",NA,7e-05,"LIB-3.0","HEU-MET-FAST-073-001",0.9980685,"TEST3","CODE-4.0"
"166",NA,6e-05,"LIB-3.0","HEU-MET-FAST-075-001",0.9912276,"TEST3","CODE-4.0"
"167",NA,7e-05,"LIB-3.0","HEU-MET-FAST-078-001",0.9845847,"TEST3","CODE-4.0"
"168",NA,7e-05,"LIB-3.0","HEU-MET-FAST-078-003",0.9860103,"TEST3","CODE-4.0"
"169",NA,7e-05,"LIB-3.0","HEU-MET-FAST-078-005",0.9862281,"TEST3","CODE-4.0"
"170",NA,8e-05,"LIB-3.0","HEU-MET-FAST-078-007",0.9885942,"TEST3","CODE-4.0"
"171",NA,7e-05,"LIB-3.0","HEU-MET-FAST-078-009",0.9856737,"TEST3","CODE-4.0"
"172",NA,7e-05,"LIB-3.0","HEU-MET-FAST-078-011",0.9858024,"TEST3","CODE-4.0"
"173",NA,7e-05,"LIB-3.0","HEU-MET-FAST-078-013",0.9872676,"TEST3","CODE-4.0"
"174",NA,7e-05,"LIB-3.0","HEU-MET-FAST-078-015",0.9864954,"TEST3","CODE-4.0"
"175",NA,7e-05,"LIB-3.0","HEU-MET-FAST-078-017",0.9865746,"TEST3","CODE-4.0"
"176",NA,6e-05,"LIB-3.0","HEU-MET-FAST-079-001",0.9896535,"TEST3","CODE-4.0"
"177",NA,6e-05,"LIB-3.0","HEU-MET-FAST-079-002",0.9892377,"TEST3","CODE-4.0"
"178",NA,6e-05,"LIB-3.0","HEU-MET-FAST-079-003",0.9900693,"TEST3","CODE-4.0"
"179",NA,6e-05,"LIB-3.0","HEU-MET-FAST-079-004",0.99099,"TEST3","CODE-4.0"
"180",NA,6e-05,"LIB-3.0","HEU-MET-FAST-079-005",0.9898218,"TEST3","CODE-4.0"
"181",NA,7e-05,"LIB-3.0","HEU-MET-FAST-082-001",0.9864459,"TEST3","CODE-4.0"
"182",NA,7e-05,"LIB-3.0","HEU-MET-FAST-082-002",0.9861291,"TEST3","CODE-4.0"
"183",NA,7e-05,"LIB-3.0","HEU-MET-FAST-082-003",0.9883368,"TEST3","CODE-4.0"
"184",NA,6e-05,"LIB-3.0","HEU-MET-FAST-084-001",0.9890595,"TEST3","CODE-4.0"
"185",NA,6e-05,"LIB-3.0","HEU-MET-FAST-084-002",0.989406,"TEST3","CODE-4.0"
"186",NA,7e-05,"LIB-3.0","HEU-MET-FAST-084-003",0.9900396,"TEST3","CODE-4.0"
"187",NA,6e-05,"LIB-3.0","HEU-MET-FAST-084-004",0.9887526,"TEST3","CODE-4.0"
"188",NA,6e-05,"LIB-3.0","HEU-MET-FAST-084-005",0.9950985,"TEST3","CODE-4.0"
"189",NA,6e-05,"LIB-3.0","HEU-MET-FAST-084-006",0.9886437,"TEST3","CODE-4.0"
"190",NA,6e-05,"LIB-3.0","HEU-MET-FAST-084-007",0.987327,"TEST3","CODE-4.0"
"191",NA,7e-05,"LIB-3.0","HEU-MET-FAST-084-008",0.9983556,"TEST3","CODE-4.0"
"192",NA,6e-05,"LIB-3.0","HEU-MET-FAST-084-009",0.9927522,"TEST3","CODE-4.0"
"193",NA,6e-05,"LIB-3.0","HEU-MET-FAST-084-010",0.9911979,"TEST3","CODE-4.0"
"194",NA,7e-05,"LIB-3.0","HEU-MET-FAST-084-011",0.991386,"TEST3","CODE-4.0"
"195",NA,6e-05,"LIB-3.0","HEU-MET-FAST-084-012",0.9875151,"TEST3","CODE-4.0"
"196",NA,6e-05,"LIB-3.0","HEU-MET-FAST-084-013",0.9891882,"TEST3","CODE-4.0"
"197",NA,6e-05,"LIB-3.0","HEU-MET-FAST-084-014",0.9899109,"TEST3","CODE-4.0"
"198",NA,6e-05,"LIB-3.0","HEU-MET-FAST-084-015",0.9881883,"TEST3","CODE-4.0"
"199",NA,6e-05,"LIB-3.0","HEU-MET-FAST-084-016",0.9891684,"TEST3","CODE-4.0"
"200",NA,6e-05,"LIB-3.0","HEU-MET-FAST-084-017",0.9902277,"TEST3","CODE-4.0"
"201",NA,6e-05,"LIB-3.0","HEU-MET-FAST-084-018",0.9875943,"TEST3","CODE-4.0"
"202",NA,6e-05,"LIB-3.0","HEU-MET-FAST-084-019",0.9874953,"TEST3","CODE-4.0"
"203",NA,6e-05,"LIB-3.0","HEU-MET-FAST-084-020",0.9930294,"TEST3","CODE-4.0"
"204",NA,6e-05,"LIB-3.0","HEU-MET-FAST-084-021",0.9903366,"TEST3","CODE-4.0"
"205",NA,6e-05,"LIB-3.0","HEU-MET-FAST-084-022",0.988218,"TEST3","CODE-4.0"
"206",NA,7e-05,"LIB-3.0","HEU-MET-FAST-084-023",0.9894753,"TEST3","CODE-4.0"
"207",NA,6e-05,"LIB-3.0","HEU-MET-FAST-084-024",0.988812,"TEST3","CODE-4.0"
"208",NA,6e-05,"LIB-3.0","HEU-MET-FAST-084-025",0.9881586,"TEST3","CODE-4.0"
"209",NA,6e-05,"LIB-3.0","HEU-MET-FAST-084-026",0.9904356,"TEST3","CODE-4.0"
"210",NA,6e-05,"LIB-3.0","HEU-MET-FAST-084-027",0.9876438,"TEST3","CODE-4.0"
"211",NA,6e-05,"LIB-3.0","HEU-MET-FAST-085-001",0.9900792,"TEST3","CODE-4.0"
"212",NA,6e-05,"LIB-3.0","HEU-MET-FAST-085-002",0.9942075,"TEST3","CODE-4.0"
"213",NA,6e-05,"LIB-3.0","HEU-MET-FAST-085-003",0.9860895,"TEST3","CODE-4.0"
"214",NA,6e-05,"LIB-3.0","HEU-MET-FAST-085-004",0.9898317,"TEST3","CODE-4.0"
"215",NA,6e-05,"LIB-3.0","HEU-MET-FAST-085-005",0.9904356,"TEST3","CODE-4.0"
"216",NA,6e-05,"LIB-3.0","HEU-MET-FAST-085-006",0.9959697,"TEST3","CODE-4.0"
"217",NA,6e-05,"LIB-3.0","HEU-MET-FAST-087-001",0.988416,"TEST3","CODE-4.0"
"218",NA,8e-05,"LIB-3.0","HEU-MET-FAST-088-001",0.9867825,"TEST3","CODE-4.0"
"219",NA,6e-05,"LIB-3.0","HEU-MET-FAST-089-001",0.990099,"TEST3","CODE-4.0"
"220",NA,8e-05,"LIB-3.0","HEU-MET-FAST-090-001",0.9956133,"TEST3","CODE-4.0"
"221",NA,8e-05,"LIB-3.0","HEU-MET-FAST-091-001",0.9896238,"TEST3","CODE-4.0"
"222",NA,6e-05,"LIB-3.0","HEU-MET-FAST-092-001",0.9912573,"TEST3","CODE-4.0"
"223",NA,6e-05,"LIB-3.0","HEU-MET-FAST-092-002",0.9926829,"TEST3","CODE-4.0"
"224",NA,6e-05,"LIB-3.0","HEU-MET-FAST-092-003",0.9938709,"TEST3","CODE-4.0"
"225",NA,6e-05,"LIB-3.0","HEU-MET-FAST-092-004",0.9933264,"TEST3","CODE-4.0"
"226",NA,6e-05,"LIB-3.0","HEU-MET-FAST-093-001",0.9933165,"TEST3","CODE-4.0"
"227",NA,7e-05,"LIB-3.0","HEU-MET-FAST-094-001",0.9933957,"TEST3","CODE-4.0"
"228",NA,7e-05,"LIB-3.0","HEU-MET-FAST-094-002",0.9936927,"TEST3","CODE-4.0"
"229","Simplified Model",6e-05,"LIB-3.0","HEU-MET-FAST-100-001",0.9948708,"TEST3","CODE-4.0"
"230","Simplified Model",6e-05,"LIB-3.0","HEU-MET-FAST-100-002",0.9888318,"TEST3","CODE-4.0"
"231",NA,7e-05,"LIB-3.0","HEU-MET-INTER-001-001",0.9914058,"TEST3","CODE-4.0"
"232",NA,8e-05,"LIB-3.0","HEU-MET-INTER-006-001",0.9830205,"TEST3","CODE-4.0"
"233",NA,8e-05,"LIB-3.0","HEU-MET-INTER-006-002",0.9869112,"TEST3","CODE-4.0"
"234",NA,8e-05,"LIB-3.0","HEU-MET-INTER-006-003",0.9908019,"TEST3","CODE-4.0"
"235",NA,7e-05,"LIB-3.0","HEU-MET-INTER-006-004",0.9970092,"TEST3","CODE-4.0"
"236",NA,8e-05,"LIB-3.0","HEU-MET-MIXED-001-001",0.9919899,"TEST3","CODE-4.0"
"237",NA,8e-05,"LIB-3.0","HEU-MET-MIXED-002-001",0.9966033,"TEST3","CODE-4.0"
"238",NA,8e-05,"LIB-3.0","HEU-MET-MIXED-003-001",0.9974844,"TEST3","CODE-4.0"
"239",NA,7e-05,"LIB-3.0","HEU-MET-MIXED-012-001",0.9904554,"TEST3","CODE-4.0"
"240",NA,8e-05,"LIB-3.0","HEU-MET-MIXED-015-001",0.9870003,"TEST3","CODE-4.0"
"241",NA,8e-05,"LIB-3.0","HEU-MET-MIXED-016-001",0.9917127,"TEST3","CODE-4.0"
"242",NA,8e-05,"LIB-3.0","HEU-MET-MIXED-016-002",0.9926532,"TEST3","CODE-4.0"
"243",NA,8e-05,"LIB-3.0","HEU-MET-MIXED-017-001",0.985446,"TEST3","CODE-4.0"
"244",NA,8e-05,"LIB-3.0","HEU-MET-MIXED-020-001",0.9938511,"TEST3","CODE-4.0"
"245",NA,8e-05,"LIB-3.0","HEU-MET-MIXED-020-002",0.9926433,"TEST3","CODE-4.0"
"246","Detailed Model",8e-05,"LIB-3.0","HEU-MET-THERM-010-001",0.9985932,"TEST3","CODE-4.0"
"247","Detailed Model",9e-05,"LIB-3.0","HEU-MET-THERM-012-001",0.999207,"TEST3","CODE-4.0"
